,doc2vec_dm,doc2vec_dm_mean,doc2vec_docs,doc2vec_epochs,doc2vec_hs,doc2vec_learning_rate_end,doc2vec_learning_rate_start,doc2vec_min_count,doc2vec_negative,doc2vec_vector_size,doc2vec_window,f1,nn_batch_size,nn_dense_activation_function,nn_dropout,nn_epochs,nn_features,nn_hidden_neurons,nn_layers,nn_lstm_activation_function,nn_lstm_n_prev,precision,recall
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6771362573576427,15,linear,0.0,20,"bpm, measure, beat",40,10,selu,16,0.6787586889222933,0.6951037954089307
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7172054487480054,25,linear,0.1,40,"bpm, measure, beat",30,20,selu,16,0.7781099918930212,0.6909494727874265
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.7217328810589864,25,linear,0.05,40,"bpm, measure, beat",30,20,selu,16,0.7779909674605513,0.6961159562470995
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6596322986623577,25,linear,0.05,40,"bpm, measure, beat",40,20,selu,16,0.663875474363691,0.6701417454290272
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6994691010908632,25,linear,0.0,20,"bpm, measure, beat",40,10,selu,16,0.7244980304092166,0.694486736498033
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.750572177359167,15,linear,0.1,40,"bpm, measure, beat",30,15,selu,16,0.7815221920915617,0.7412575860735311
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6939600880651323,15,linear,0.1,40,"bpm, measure, beat",40,20,selu,16,0.7451480758271644,0.6833203950908294
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.3871090782716431,25,linear,0.0,20,"bpm, measure, beat",40,15,selu,12,0.3966027491577188,0.3909768701141183
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5109526534745528,15,linear,0.0,40,"bpm, measure, beat",40,10,selu,12,0.5803835445100466,0.4849741290329967
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6973458661344138,15,linear,0.1,20,"bpm, measure, beat",40,20,selu,16,0.7702526591833868,0.6630574519005344
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6485323186939757,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.73375463543288,0.6063963193613261
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6649639699078121,15,linear,0.0,40,"bpm, measure, beat",40,10,selu,16,0.7176520169508548,0.6457871269758565
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.723023967839913,15,linear,0.05,40,"bpm, measure, beat",40,20,selu,16,0.7737400195655081,0.7111796865708442
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7178720447583656,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,16,0.7556715835687465,0.7092077282462274
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5788568075805713,15,linear,0.0,40,"bpm, measure, beat",40,15,selu,12,0.6325283294419498,0.5676916517188341
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5039429307998526,25,linear,0.1,40,"bpm, measure, beat",30,15,selu,12,0.5401559252556659,0.4923413562161088
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.7102662965903894,15,linear,0.05,40,"bpm, measure, beat",30,10,selu,16,0.7424890589079384,0.7059647609994945
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6012085187830173,25,linear,0.0,20,"bpm, measure, beat",40,10,selu,16,0.6186719092906199,0.6021051787558312
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7573831623062293,25,linear,0.1,20,"bpm, measure, beat",30,10,selu,16,0.7905437446695643,0.7480129948415347
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6884469262934498,25,linear,0.05,40,"bpm, measure, beat",30,15,selu,16,0.7200078961196925,0.6803056458643032
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7025668437328504,25,linear,0.0,40,"bpm, measure, beat",40,15,selu,16,0.7244126602043891,0.7026230691360862
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.5960340350557204,25,linear,0.1,40,"bpm, measure, beat",40,10,selu,12,0.6567491761915664,0.5747128660582437
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7349965587419329,15,linear,0.1,40,"bpm, measure, beat",30,20,selu,16,0.7728794368507411,0.735461512381593
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7212555903103199,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,16,0.7450489442893521,0.7178447403500966
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6284521607789805,25,linear,0.0,40,"bpm, measure, beat",40,10,selu,16,0.6573599825985725,0.6224024050518889
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6838951804445541,15,linear,0.05,40,"bpm, measure, beat",30,15,selu,16,0.6746446884861479,0.718336504543737
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5226898577995794,25,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.570691089794514,0.5016338295598257
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6170569752521645,15,linear,0.1,40,"bpm, measure, beat",30,20,selu,12,0.6868352556202669,0.5899425799371646
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6344558345369878,25,linear,0.0,40,"bpm, measure, beat",30,10,selu,16,0.6592729743512059,0.6301462252608133
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6775388814773705,15,linear,0.1,40,"bpm, measure, beat",30,15,selu,12,0.7417796934438149,0.6548254021716481
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6531327656043624,25,linear,0.1,40,"bpm, measure, beat",40,20,selu,16,0.7206258521067325,0.6279361070927649
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.528067632564326,25,linear,0.0,20,"bpm, measure, beat",40,20,selu,12,0.587091035954518,0.49899503606116963
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6761241243864125,15,linear,0.0,40,"bpm, measure, beat",30,20,selu,12,0.7259719737891404,0.6684643372648309
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.5920070756611265,25,linear,0.05,40,"bpm, measure, beat",40,10,selu,12,0.6650691548923061,0.5587612427832599
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.7317557500268661,25,linear,0.1,40,"bpm, measure, beat",40,15,selu,16,0.7564397211998329,0.7274832593569203
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.750714202084065,25,linear,0.1,20,"bpm, measure, beat",30,10,selu,16,0.7879487345954918,0.7496536638716734
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6277074961373871,25,linear,0.1,20,"bpm, measure, beat",40,15,selu,12,0.696408466940189,0.6014965378688538
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.5729831246644902,25,linear,0.0,20,"bpm, measure, beat",30,10,selu,12,0.6093322719572624,0.5703320443956978
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6967775267814224,15,linear,0.05,20,"bpm, measure, beat",40,20,selu,16,0.7102147655773573,0.7307713578569905
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6685003621167179,15,linear,0.1,20,"bpm, measure, beat",40,10,selu,12,0.7333232316085613,0.6435430504602301
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.5991503880039756,25,linear,0.05,20,"bpm, measure, beat",40,10,selu,12,0.6487708985316046,0.5882813476367419
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7249268402037342,15,linear,0.1,20,"bpm, measure, beat",40,15,selu,16,0.7526928098699832,0.7320821803130445
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.5390888100778003,25,linear,0.1,40,"bpm, measure, beat",40,20,selu,12,0.5976238662910062,0.5102603871631365
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6193800969508517,25,linear,0.05,40,"bpm, measure, beat",40,10,selu,12,0.67607212120348,0.5962777617710501
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6017226721293403,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.6752172184683382,0.5654145041517805
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6539687298785646,15,linear,0.1,40,"bpm, measure, beat",40,20,selu,12,0.6861098190647928,0.6656724635531593
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6596071213418486,25,linear,0.05,20,"bpm, measure, beat",40,15,selu,16,0.7221567171674294,0.6341015541982885
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6141342080569112,15,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.6814611873620203,0.581964675916971
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6522917060669805,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.7344631617044466,0.6153370665625497
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.5500244689211375,25,linear,0.0,20,"bpm, measure, beat",30,15,selu,12,0.6125573809801157,0.5191971180835879
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5835703554566639,25,linear,0.1,40,"bpm, measure, beat",40,20,selu,12,0.6438716741091225,0.556364283888148
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.7292022792022793,15,linear,0.0,20,"bpm, measure, beat",30,15,selu,16,0.7882853878504076,0.7092131199512878
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5679895765301207,25,linear,0.0,20,"bpm, measure, beat",30,20,selu,16,0.6014802033791841,0.5677587227707335
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6303333900966872,15,linear,0.1,20,"bpm, measure, beat",30,15,selu,12,0.68778503296534,0.6099580662593634
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5953991553290165,25,linear,0.1,40,"bpm, measure, beat",30,20,selu,12,0.6591650935685148,0.566416613482782
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5170740969209006,15,linear,0.1,20,"bpm, measure, beat",40,15,selu,12,0.553433685203354,0.5072448003766767
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6171394913531242,15,linear,0.05,40,"bpm, measure, beat",40,10,selu,12,0.6836707659133999,0.5916434329986029
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6717053029037711,15,linear,0.1,20,"bpm, measure, beat",30,20,selu,16,0.7366146344007799,0.6394408959071688
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.7309848379334843,15,linear,0.1,40,"bpm, measure, beat",30,10,selu,16,0.7621752283798638,0.7239928378180668
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.668111823038136,15,linear,0.05,20,"bpm, measure, beat",40,10,selu,16,0.7031761212018305,0.6585420515077076
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6616276576286796,15,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.7313834807521565,0.6375264040014965
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.4664333271368915,25,linear,0.0,40,"bpm, measure, beat",30,10,selu,12,0.483761869750791,0.4716355255854614
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6785664805133561,15,linear,0.05,40,"bpm, measure, beat",30,15,selu,12,0.7355831618550982,0.658408637439488
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.5901699442197678,25,linear,0.1,40,"bpm, measure, beat",30,10,selu,12,0.6405074365821969,0.5747334237182878
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6281437908109907,15,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.7065520692573891,0.5918579096983224
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.581171193581479,15,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.6219395203953958,0.5724868921938372
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5130496155052496,25,linear,0.05,40,"bpm, measure, beat",40,20,selu,12,0.5637471740503415,0.48787664495281574
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6876098258052544,25,linear,0.0,40,"bpm, measure, beat",40,15,selu,12,0.7612542540008524,0.6561060001674504
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6614106920008367,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,16,0.6567445791168443,0.6887727868900368
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7506744995286189,25,linear,0.0,40,"bpm, measure, beat",40,15,selu,16,0.7475344463366277,0.773707419633538
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.7426645750920245,15,linear,0.0,20,"bpm, measure, beat",40,10,selu,16,0.7686205262489102,0.739099757271542
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6457178356763986,15,linear,0.0,40,"bpm, measure, beat",40,10,selu,12,0.7193354589550287,0.6156772431530736
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7690625535818031,15,linear,0.05,40,"bpm, measure, beat",40,20,selu,16,0.8272918307067498,0.7483003459014625
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5993423775678882,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,12,0.6892793753269162,0.5548129838803136
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.4680976202942951,15,linear,0.1,20,"bpm, measure, beat",30,20,selu,12,0.5286390846985457,0.4380901845639966
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.5202270262133407,25,linear,0.05,40,"bpm, measure, beat",30,15,selu,12,0.5554833758251424,0.5138506094946409
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6092270939930488,15,linear,0.0,20,"bpm, measure, beat",30,15,selu,16,0.6374826804191214,0.6035283946794691
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6693803589895261,15,linear,0.1,20,"bpm, measure, beat",40,15,selu,16,0.694984077360887,0.6634278148723388
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7498928225215313,15,linear,0.05,20,"bpm, measure, beat",40,15,selu,16,0.8021596691953116,0.7309656072104946
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.4586901107387569,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,12,0.49967757877125907,0.4383721854426181
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6311313576039567,25,linear,0.0,40,"bpm, measure, beat",30,20,selu,12,0.705577228156668,0.5969846583212282
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6060574465365742,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,16,0.6514145596012765,0.5937137990471757
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6776866810827725,25,linear,0.0,40,"bpm, measure, beat",30,20,selu,16,0.704054321752173,0.6890984070332249
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.680016454411053,15,linear,0.0,20,"bpm, measure, beat",30,10,selu,16,0.7220158299720723,0.667722682505517
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.5619613543297245,25,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.629542807456201,0.5416789621587389
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6751151326108816,25,linear,0.05,20,"bpm, measure, beat",40,15,selu,12,0.7510457728743088,0.6412809007934704
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6369855978010616,25,linear,0.0,40,"bpm, measure, beat",30,15,selu,12,0.669312462174578,0.6475575781124574
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6449511717089057,25,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.6927794010183866,0.633344433423566
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.5776056837842406,25,linear,0.0,40,"bpm, measure, beat",30,10,selu,12,0.6280320082542704,0.563147893226189
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6496160582361522,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.7090816926885841,0.6318697295682042
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6584267081532353,15,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.6944039717847573,0.664007943222777
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.6846354717224029,25,linear,0.0,40,"bpm, measure, beat",30,20,selu,16,0.727690298981606,0.6709283239861699
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6120324637983535,15,linear,0.0,20,"bpm, measure, beat",30,20,selu,16,0.6271508880221469,0.6331471391686935
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7722476178004322,25,linear,0.0,40,"bpm, measure, beat",30,15,selu,16,0.7893796912689336,0.7758734146028828
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6549862989286136,15,linear,0.1,40,"bpm, measure, beat",40,15,selu,12,0.7269091744196171,0.6263205064594395
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6686776706268597,15,linear,0.05,20,"bpm, measure, beat",40,15,selu,12,0.7508807511343032,0.6306523663667655
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.6962339818731432,15,linear,0.05,40,"bpm, measure, beat",40,20,selu,16,0.7580463568258153,0.6736879799010552
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6503510897070593,15,linear,0.1,40,"bpm, measure, beat",30,10,selu,16,0.6825612837104105,0.6420744802553542
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5970172033309086,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,16,0.638288744949785,0.5816049820464545
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6708148669747059,15,linear,0.05,20,"bpm, measure, beat",30,20,selu,16,0.7218545504788444,0.6586609094724397
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.666190352184775,25,linear,0.1,20,"bpm, measure, beat",40,10,selu,12,0.7313734821519606,0.6454302974564129
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.7345850874871195,15,linear,0.05,20,"bpm, measure, beat",30,10,selu,16,0.7714894589854014,0.7202508557828949
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.6902362593003796,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,12,0.7470015184421266,0.6760956904000555
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6787327883919457,15,linear,0.0,40,"bpm, measure, beat",40,20,selu,16,0.7195450603195847,0.6816306920637246
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.6383995754702761,15,linear,0.0,20,"bpm, measure, beat",40,15,selu,16,0.6769553716641946,0.6376714178408655
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.5908119426914468,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,16,0.6190597236302618,0.5832520508362876
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,5,0.4516900369374299,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.489814699484673,0.4328910021356352
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6254730212209756,25,linear,0.0,20,"bpm, measure, beat",40,10,selu,12,0.6962041906061401,0.5943005049547173
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.658895286798942,15,linear,0.1,40,"bpm, measure, beat",40,20,selu,16,0.7139673645549124,0.6398253531474333
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.6592110520520571,15,linear,0.1,40,"bpm, measure, beat",40,10,selu,16,0.6765323216534019,0.6596334417408234
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.6684139064928524,15,linear,0.0,40,"bpm, measure, beat",40,15,selu,16,0.685805157281493,0.6704366985156441
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,1,0.7548452636136854,25,linear,0.05,40,"bpm, measure, beat",30,10,selu,16,0.7854870929239558,0.7492786582996281
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6371620394669413,25,linear,0.05,20,"bpm, measure, beat",40,10,selu,12,0.6709623881356163,0.6398783617229312
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.581895826064172,15,linear,0.0,20,"bpm, measure, beat",40,10,selu,12,0.6385023361303409,0.5612576645846562
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,5,0.6407405187837573,25,linear,0.0,20,"bpm, measure, beat",40,20,selu,16,0.7151971172226966,0.607935563298155
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,5,0.7702768321485455,15,linear,0.1,20,"bpm, measure, beat",40,10,selu,16,0.7947411731869304,0.7662769009552104
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.553740321057078,25,linear,0.05,20,"bpm, measure, beat",40,20,selu,16,0.5858606742720228,0.5565740699123806
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.5178130097496454,25,linear,0.1,20,"bpm, measure, beat",30,20,selu,16,0.5546990235557397,0.4993700028465984
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6090669892164279,25,linear,0.0,40,"bpm, measure, beat",30,20,selu,12,0.6576842246569785,0.5939527509496951
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6640220029657155,15,linear,0.05,20,"bpm, measure, beat",40,20,selu,16,0.7258707788637023,0.6431335202581064
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6286687800927603,25,linear,0.05,20,"bpm, measure, beat",30,10,selu,12,0.6901649015774564,0.6015243815043771
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,1,0.7018103273994983,25,linear,0.1,20,"bpm, measure, beat",30,15,selu,16,0.727297074440488,0.7004969061970945
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.46680625400037457,25,linear,0.1,20,"bpm, measure, beat",40,20,selu,12,0.5293391660593526,0.4359789031628248
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,1,0.5800270697528357,25,linear,0.0,20,"bpm, measure, beat",30,15,selu,12,0.6361772580538276,0.5675106307239557
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,24,10,0.6447182413312388,15,linear,0.05,40,"bpm, measure, beat",40,15,selu,16,0.6552321642304113,0.6634999693884326
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6220157892394321,15,linear,0.05,40,"bpm, measure, beat",30,10,selu,12,0.6936397065845759,0.5919961863037232
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.6667086129615996,15,linear,0.05,40,"bpm, measure, beat",30,15,selu,12,0.7456064895309277,0.6317072186874406
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,16,10,0.5526151804149598,15,linear,0.0,40,"bpm, measure, beat",40,10,selu,16,0.5779141980888394,0.5485850242293792
0,1,1,../resources/encoder_training_docs/full_1_measure.txt,2,0,0.2,0.025,10,0,20,10,0.5737114741155972,25,linear,0.05,20,"bpm, measure, beat",30,15,selu,12,0.6517202838239418,0.5356736006137018
